,Image,Object ID,Object type,Name,Classification,Parent,ROI,Centroid X µm,Centroid Y µm,Nucleus: Area,Nucleus: Perimeter,Nucleus: Circularity,Nucleus: Max caliper,Nucleus: Min caliper,Nucleus: Eccentricity,Nucleus: Hematoxylin OD mean,Nucleus: Hematoxylin OD sum,Nucleus: Hematoxylin OD std dev,Nucleus: Hematoxylin OD max,Nucleus: Hematoxylin OD min,Nucleus: Hematoxylin OD range,Nucleus: Eosin OD mean,Nucleus: Eosin OD sum,Nucleus: Eosin OD std dev,Nucleus: Eosin OD max,Nucleus: Eosin OD min,Nucleus: Eosin OD range
5818,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,17355f62-9064-4d3f-a11f-facdec6edaca,Cell,,,Annotation,Polygon,6821.8,2903.4,53.25,28.8703,0.8028,11.0457,6.111,0.8508,0.9592,208.1452,0.2191,1.7239,0.3935,1.3304,0.6282,136.3214,0.2175,1.0163,-0.1,1.1164
5874,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,9d211c8a-1f3c-4dc0-b9c5-c82c59e8e1af,Cell,,,Annotation,Polygon,7378.2,2907.0,41.25,30.3908,0.5612,13.3078,4.3422,0.9418,0.7822,132.1969,0.1726,1.1093,0.2941,0.8152,0.5607,94.7579,0.1711,0.8681,0.1088,0.7593
6047,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,389d788d-7ee0-44b4-a2b3-cd10b19dfdde,Cell,,,Annotation,Polygon,6917.5,2936.8,39.75,23.8488,0.8782,9.2099,5.6217,0.7762,0.8263,132.2151,0.1631,1.1674,0.4202,0.7472,0.6585,105.3637,0.1898,0.9556,-0.0542,1.0098
6143,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,04c49deb-bf4c-4443-b77f-76922d2221b8,Cell,,,Annotation,Polygon,7080.6,2953.9,45.0,25.3979,0.8767,8.8474,6.8151,0.6509,0.8368,152.3022,0.1463,1.1652,0.3904,0.7749,0.6411,116.6725,0.1738,1.1019,0.0595,1.0424
6229,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,f80c84ce-2cb4-442c-86f9-dfdbbe129843,Cell,,,Annotation,Polygon,7190.3,2970.2,47.25,28.7514,0.7183,10.8807,6.4217,0.7829,0.7554,144.2862,0.1456,1.1449,0.3037,0.8412,0.5844,111.628,0.1403,0.832,-0.0793,0.9112
6750,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,ca875479-37b8-4ff5-805b-f3ea95e76b59,Cell,,,Annotation,Polygon,8044.1,2666.5,65.75,40.9281,0.4932,13.2053,9.1111,0.6497,0.7721,207.6886,0.268,1.6841,-0.0564,1.7406,0.4062,109.2668,0.1723,0.8609,-0.1414,1.0023
7109,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,24cd822c-8d49-428d-a65d-ff6782c3e498,Cell,,,Annotation,Polygon,7743.9,2706.9,38.5,23.7553,0.8573,8.4831,5.7075,0.7488,0.7851,124.0462,0.1472,1.0264,0.3666,0.6598,0.5105,80.6574,0.121,0.7185,0.0509,0.6677
7114,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,53a28a0f-2863-4b47-900b-25cd3dfd271f,Cell,,,Annotation,Polygon,8131.8,2707.6,40.0,29.6938,0.5701,10.8985,6.62,0.8258,0.7758,127.2279,0.2285,1.2367,0.1265,1.1102,0.4172,68.4279,0.2119,0.9301,-0.2921,1.2221
7166,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,e9b947c9-13d5-470f-9675-b024e1148040,Cell,,,Annotation,Polygon,8229.4,2713.9,39.75,28.9115,0.5976,9.8305,7.6899,0.6385,0.7723,125.8907,0.1906,1.2043,0.2525,0.9518,0.4611,75.1609,0.1855,0.7748,-0.1069,0.8817
7241,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,59218759-f01d-4e3e-ab64-98d2ee26ca50,Cell,,,Annotation,Polygon,7909.9,2723.6,49.25,35.5784,0.4889,13.6927,6.593,0.9246,0.7778,157.8853,0.317,1.5617,-0.0454,1.607,0.38,77.1364,0.2866,0.8363,-0.4786,1.3149
7485,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,5473ff9e-073a-4c24-984e-70da36118405,Cell,,,Annotation,Polygon,7763.5,2746.3,42.75,29.0825,0.6352,12.5841,4.4691,0.9379,0.7573,132.5326,0.1524,1.1694,0.3608,0.8086,0.5124,89.6706,0.1453,0.7821,-0.0776,0.8597
7596,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,904be78d-91c9-4687-8aa6-b3b154caef09,Cell,,,Annotation,Polygon,7621.7,2759.4,47.5,34.3446,0.506,14.7984,5.11,0.9416,0.8573,164.6105,0.2098,1.4739,0.2887,1.1852,0.4775,91.671,0.2216,0.8725,-0.253,1.1254
7661,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,e62698d0-1feb-4ef1-80d5-206849db0c9e,Cell,,,Annotation,Polygon,8374.1,2767.7,46.75,33.4522,0.525,11.8622,6.283,0.9127,0.8076,154.2449,0.3111,1.4515,0.0594,1.3921,0.4572,87.3188,0.2896,1.0297,-0.2745,1.3042
7670,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,fa230d29-0926-4e47-bece-a17d56bba48f,Cell,,,Annotation,Polygon,7744.4,2767.2,40.75,29.2471,0.5986,12.1875,4.6958,0.9368,0.7637,128.2975,0.2615,1.533,0.1722,1.3608,0.5228,87.8257,0.2152,0.9258,-0.0306,0.9564
7739,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,0724b204-d1f9-4f88-9aac-744decea5427,Cell,,,Annotation,Polygon,7697.8,2775.0,40.25,25.4538,0.7807,9.9868,5.9093,0.7823,0.8444,138.4756,0.1595,1.2967,0.4237,0.873,0.533,87.41,0.2799,0.9216,-0.2787,1.2004
8453,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,4d2ac23c-3739-45c3-8fb9-221a811ffc1f,Cell,,,Annotation,Polygon,7712.5,2848.8,40.75,33.0617,0.4685,13.6498,5.5851,0.9496,0.8497,143.6042,0.2693,1.6247,0.219,1.4056,0.4404,74.4316,0.3137,0.8647,-0.5137,1.3784
9081,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,7883ecf4-f332-4405-97d4-230d73be3525,Cell,,,Annotation,Polygon,7516.3,2911.8,42.0,26.6003,0.7459,8.7954,7.0048,0.6167,0.8271,140.6,0.1864,1.3224,0.3433,0.979,0.6561,111.5359,0.1949,0.9531,0.0575,0.8956
9095,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,8c2e0b7a-81ab-4b7b-b569-b095dc0812da,Cell,,,Annotation,Polygon,8100.5,2911.1,42.75,26.4218,0.7695,10.4626,5.4371,0.872,0.8148,140.1485,0.1677,1.2566,0.3675,0.8891,0.4952,85.1718,0.222,0.8753,0.0233,0.852
9634,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,9896c9dc-72c1-413f-a35b-935d2562f687,Cell,,,Annotation,Polygon,8965.7,2617.5,43.0,25.2155,0.8499,8.259,6.9592,0.4949,0.8298,143.5632,0.2252,1.477,0.2568,1.2202,0.4976,86.0802,0.1732,0.8201,0.0286,0.7914
9638,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,acf11359-020a-4152-bb40-969650b2c9cc,Cell,,,Annotation,Polygon,9008.9,2617.5,40.0,25.9918,0.744,9.3566,6.0748,0.8208,0.8448,139.3894,0.1867,1.2912,0.3574,0.9337,0.4623,76.2822,0.1599,0.7996,0.0252,0.7743
9729,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,8d3dc1e7-d07b-4a25-89fd-f8078c13cf7a,Cell,,,Annotation,Polygon,9001.8,2639.3,40.25,24.1824,0.8649,8.5172,6.5528,0.6443,1.0507,171.2599,0.1854,1.4362,0.4896,0.9466,0.487,79.3731,0.2422,0.8589,-0.2462,1.1051
9839,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,1cb6b984-b801-4c3a-ae5a-cd1fab032d82,Cell,,,Annotation,Polygon,9318.2,2661.2,47.75,26.8992,0.8293,9.8488,6.9324,0.7411,0.827,157.9476,0.1838,1.3028,0.4357,0.8671,0.5831,111.3756,0.15,0.8963,0.0977,0.7986
9951,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,b681b135-ab30-4e33-9bcd-f6096a1b6aa6,Cell,,,Annotation,Polygon,8890.1,2676.5,55.0,31.5717,0.6934,11.4161,6.7619,0.8416,0.8895,199.2408,0.2,1.7072,0.4256,1.2816,0.5458,122.2594,0.2531,0.9963,-0.1793,1.1756
10074,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,cc833673-81ed-4299-a2b7-fad4518c07c0,Cell,,,Annotation,Polygon,8858.8,2690.5,40.75,24.002,0.8889,8.8,5.8163,0.7327,0.7874,130.7055,0.1552,1.2824,0.4106,0.8717,0.4448,73.8343,0.1858,0.7705,-0.272,1.0425
10311,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,97bf75b6-04a4-46b5-853f-625d651639fe,Cell,,,Annotation,Polygon,8556.3,2716.7,43.5,28.2407,0.6854,11.2005,5.3707,0.8978,0.8807,155.0053,0.168,1.377,0.4096,0.9674,0.5162,90.8483,0.2331,0.9278,-0.1232,1.051
10312,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,aba98132-605e-4e74-912a-9c5834cdf75f,Cell,,,Annotation,Polygon,8659.6,2716.4,54.25,27.9796,0.8708,9.2552,7.8111,0.3148,0.8762,192.7603,0.2145,1.4726,0.3854,1.0872,0.6433,141.5359,0.2444,0.9836,-0.1051,1.0887
10345,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,f57e7317-01e8-4014-bf5e-7552fba0d606,Cell,,,Annotation,Polygon,8884.8,2718.3,42.5,27.9157,0.6853,9.4651,6.697,0.7264,0.8397,145.2702,0.2177,1.5857,0.4176,1.1682,0.4259,73.6833,0.2319,0.787,-0.3083,1.0953
10430,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,3b7df745-62de-4b96-b79c-9f2f5a5cd564,Cell,,,Annotation,Polygon,8884.9,2729.6,63.75,30.5316,0.8594,10.0643,8.7497,0.5547,0.765,195.0758,0.1887,1.4345,0.2998,1.1347,0.5215,132.9911,0.2002,0.9367,-0.2934,1.2301
10445,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,96bc9af4-ec9f-4a3d-9e4e-171b892ad5e9,Cell,,,Annotation,Polygon,8515.1,2729.2,43.25,24.7329,0.8885,8.3909,6.5697,0.6336,0.9588,167.7815,0.2105,1.5487,0.4215,1.1272,0.6119,107.0778,0.2068,0.9549,-0.1284,1.0833
10572,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,e806d4f6-56e0-4169-a2c3-769022f8255a,Cell,,,Annotation,Polygon,8574.9,2743.9,53.75,30.5757,0.7225,11.2014,7.4338,0.7743,0.7677,163.5204,0.3586,1.9895,-0.0383,2.0278,0.4188,89.1965,0.2466,0.9918,-0.294,1.2858
10655,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,f713dffe-7599-41b5-874a-70d73e799d4b,Cell,,,Annotation,Polygon,9301.2,2753.2,49.25,33.3106,0.5578,11.4502,6.5287,0.8764,0.9313,187.1815,0.2059,1.5535,0.2081,1.3454,0.5521,110.9708,0.2049,0.945,-0.1255,1.0705
10752,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,f139924e-314b-4b9d-977c-8b0faaadf3a0,Cell,,,Annotation,Polygon,8919.0,2762.2,40.0,29.8857,0.5628,9.1227,6.8534,0.7126,0.8124,130.7947,0.1985,1.3066,0.3806,0.9259,0.6512,104.8494,0.1246,0.963,0.3052,0.6578
10807,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,29979984-9cd6-4ad4-bb85-dc033054d6b9,Cell,,,Annotation,Polygon,8750.5,2771.8,57.25,43.8151,0.3747,19.3348,5.4028,0.9771,0.7576,175.0009,0.2292,1.3708,0.1803,1.1905,0.457,105.5568,0.2347,0.8711,-0.1677,1.0388
10975,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,c658c8b2-9983-493e-971d-0ba049df14ba,Cell,,,Annotation,Polygon,9299.3,2784.7,39.5,25.6171,0.7564,9.2372,6.065,0.7408,0.877,142.07,0.1855,1.3668,0.4234,0.9434,0.6055,98.0863,0.1902,1.0377,0.0197,1.018
11056,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,2cba6b85-aed8-4254-b5df-f60250b5259b,Cell,,,Annotation,Polygon,9091.3,2793.0,39.75,23.9042,0.8742,8.6821,6.4253,0.6449,0.7726,124.3944,0.1734,1.1065,0.3557,0.7508,0.5495,88.4758,0.1314,0.8752,0.1147,0.7604
11122,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,84d45fa7-b539-409e-a253-7e83e596b398,Cell,,,Annotation,Polygon,8752.7,2802.2,43.25,24.3843,0.9141,8.7034,6.7563,0.5678,0.9023,158.8041,0.1938,1.5383,0.3721,1.1662,0.5359,94.3237,0.2638,1.0364,-0.1929,1.2294
11152,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,f4434268-f21a-45bb-9dcf-2d14653a5d05,Cell,,,Annotation,Polygon,8566.9,2805.3,46.75,34.9669,0.4805,11.0245,8.7069,0.6655,0.8176,156.9866,0.187,1.4845,0.2883,1.1961,0.5697,109.3769,0.1512,0.8981,0.0168,0.8813
11278,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,643c2445-3d52-43ac-87e2-c71199e93270,Cell,,,Annotation,Polygon,8762.7,2820.7,44.75,38.5698,0.378,17.3028,4.4999,0.973,0.8076,143.7565,0.3742,1.586,0.1029,1.4831,0.4163,74.0963,0.2806,0.8508,-0.3192,1.1701
12325,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,5564d4f3-a7e4-4fbd-8ea6-ad2841bc952e,Cell,,,Annotation,Polygon,8867.4,2923.3,39.25,23.4895,0.8939,7.9367,6.3996,0.5559,0.7535,120.5662,0.2218,1.3107,0.154,1.1567,0.5074,81.185,0.1629,0.7881,-0.0365,0.8246
12492,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,31d36e04-c739-4c48-9c61-8233df6e2140,Cell,,,Annotation,Polygon,8866.3,2956.6,40.0,24.4675,0.8396,9.6027,5.4355,0.8116,0.9416,155.3566,0.1691,1.3573,0.45,0.9073,0.6518,107.5396,0.1985,1.0348,-0.1233,1.158
12965,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,aba4482a-0318-46db-87dc-fa313a57eec9,Cell,,,Annotation,Polygon,10144.5,2313.3,45.0,33.6864,0.4983,10.9022,6.7351,0.8326,0.754,139.483,0.1449,1.2428,0.2029,1.0399,0.4496,83.1796,0.1464,0.8181,-0.1735,0.9916
13278,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,dc80e8cf-f2a3-4530-a9c7-2e397ded6d11,Cell,,,Annotation,Polygon,10027.2,2358.1,62.25,35.6595,0.6152,13.9814,6.6044,0.8972,0.761,188.7371,0.1817,1.3797,0.4001,0.9795,0.5426,134.5628,0.1975,0.8561,-0.2721,1.1281
13695,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,786fee7d-11a4-4a04-ac17-82df36f80f47,Cell,,,Annotation,Polygon,10244.5,2409.3,59.0,31.2443,0.7595,10.9764,7.2126,0.7324,0.8227,194.1516,0.1836,1.7045,0.3127,1.3919,0.5166,121.9105,0.1741,0.7876,-0.2966,1.0842
13766,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,d540b961-fab4-4a08-9445-2e2dcbae9836,Cell,,,Annotation,Polygon,10196.8,2416.4,40.5,25.465,0.7848,9.1224,6.9324,0.559,0.7817,130.547,0.1515,1.1124,0.3464,0.766,0.5515,92.1031,0.1788,0.8719,-0.0126,0.8845
13843,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,a6d016ba-e3d2-4516-a578-9192a7786dee,Cell,,,Annotation,Polygon,10401.4,2425.0,43.0,26.9956,0.7415,10.1422,5.5845,0.8427,0.8784,157.226,0.1979,1.2949,0.2828,1.0121,0.5301,94.8945,0.1711,0.9239,0.023,0.9009
14106,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,d21fd14c-ca86-4190-9ee5-39ca2927d9cf,Cell,,,Annotation,Polygon,10290.1,2459.0,38.75,28.3221,0.6071,8.706,7.4327,0.6441,0.8,124.0054,0.1899,1.2772,0.3398,0.9374,0.4953,76.7791,0.1599,0.7989,-0.0644,0.8634
14212,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,aed731cb-8713-4a34-8ade-3a6b4ef28cf9,Cell,,,Annotation,Polygon,10445.3,2470.3,44.0,28.0847,0.701,10.5128,6.2465,0.8374,0.7675,138.9261,0.1745,1.2461,0.3078,0.9384,0.363,65.701,0.1843,0.5714,-0.3017,0.8731
14453,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,147f2c2c-634d-4b8f-9f68-cb02dc667f92,Cell,,,Annotation,Polygon,10350.1,2500.2,38.75,26.1161,0.7139,8.9722,6.1283,0.7685,0.7647,121.5802,0.199,1.1802,0.256,0.9242,0.4747,75.4769,0.1637,0.7735,-0.0954,0.8689
15091,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,13a0c6e4-5d0e-4fcc-9b90-8476a6026bd6,Cell,,,Annotation,Polygon,10422.8,2569.2,40.5,29.4322,0.5875,9.2143,8.0046,0.3949,0.7674,127.3873,0.1658,1.2992,0.2158,1.0834,0.4255,70.6316,0.15,0.674,-0.0347,0.7087
15121,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,70feb827-ff00-43d2-9272-ad297427933a,Cell,,,Annotation,Polygon,10239.9,2572.4,57.0,28.6774,0.871,10.1578,7.9054,0.6793,0.7694,177.7352,0.202,1.5095,0.3782,1.1313,0.6297,145.4682,0.3065,1.068,-0.3847,1.4527
15247,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,7d5cd044-2d8b-46fc-a98b-dc17148fbb4b,Cell,,,Annotation,Polygon,10006.2,2585.1,62.0,48.013,0.338,12.6353,9.7115,0.5035,0.7691,198.4222,0.3253,1.6633,0.0497,1.6137,0.3332,85.9776,0.2141,0.7246,-0.4955,1.2201
15826,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,51f29821-2dd5-4a98-abad-9074c39685a9,Cell,,,Annotation,Polygon,10079.4,2646.3,48.75,28.677,0.7449,11.9281,5.3922,0.8969,0.823,161.3052,0.1557,1.2104,0.4429,0.7674,0.6253,122.5508,0.1822,0.91,0.0691,0.8409
16561,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,8e1097dd-bf81-4ed8-ba3a-6070d9c2f0bc,Cell,,,Annotation,Polygon,10336.1,2717.6,39.25,25.8405,0.7387,9.9745,6.1215,0.7961,0.7648,122.3658,0.1616,1.2141,0.3734,0.8407,0.5038,80.6093,0.2067,0.9183,-0.0825,1.0008
16624,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,9110acd0-4acf-4f79-8142-be39163f852d,Cell,,,Annotation,Polygon,10032.9,2723.0,44.25,25.2303,0.8735,9.1289,6.8999,0.6299,0.7812,142.9677,0.1716,1.2192,0.3075,0.9117,0.5047,92.3608,0.132,0.7003,-0.0652,0.7655
16935,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,688d458c-5149-4cdd-b7a4-3d1b80437244,Cell,,,Annotation,Polygon,10452.2,2753.0,42.25,26.4663,0.758,9.8539,5.5092,0.8411,0.8567,147.3571,0.1891,1.3305,0.2221,1.1085,0.411,70.6872,0.237,0.82,-0.3436,1.1636
17101,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,421a8838-800b-436c-8464-fc90c8182c39,Cell,,,Annotation,Polygon,9972.1,2768.8,55.75,35.9094,0.5433,12.2949,8.0665,0.6709,0.7778,177.3409,0.2022,1.504,0.3487,1.1553,0.7103,161.9392,0.1924,1.029,0.1403,0.8888
17251,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,995a3803-f72b-409e-9476-a626fe0ab084,Cell,,,Annotation,Polygon,10266.8,2781.3,42.75,24.4892,0.8958,8.5262,6.7532,0.5692,0.8372,146.5132,0.1614,1.3753,0.3775,0.9978,0.6116,107.0347,0.2406,0.9093,-0.1576,1.0669
17502,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,2a769326-6d59-4f86-b9b5-da9713123721,Cell,,,Annotation,Polygon,10049.3,2805.6,42.75,26.0519,0.7915,9.617,6.6004,0.7726,0.7534,133.3524,0.2021,1.2464,0.1707,1.0757,0.5407,95.6954,0.1709,0.8366,-0.0798,0.9164
17507,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,21e93b87-c25e-4f8e-afbb-fc14670bc632,Cell,,,Annotation,Polygon,10336.7,2806.4,49.5,29.3827,0.7205,10.2793,7.23,0.6998,0.8055,161.0921,0.1871,1.2989,0.3789,0.92,0.5769,115.3739,0.146,1.0342,0.0521,0.9822
17514,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,01bd10b0-bca8-4674-bfac-12d833a9faa8,Cell,,,Annotation,Polygon,10349.4,2808.6,47.0,27.5072,0.7806,9.6141,7.0981,0.7136,0.7747,150.2921,0.1564,1.069,0.3538,0.7152,0.6385,123.8632,0.1531,1.0091,0.2213,0.7878
17796,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,d9e334f2-be29-45f2-91a9-2ff11bf0e3c1,Cell,,,Annotation,Polygon,10317.2,2833.6,39.0,24.5295,0.8145,9.8511,5.4602,0.8148,0.9719,155.4977,0.2017,1.7373,0.3712,1.3661,0.5419,86.7109,0.2288,0.9346,-0.2093,1.1439
17916,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,ae0251c7-b26b-44c3-ac9c-5ba4e85a6f63,Cell,,,Annotation,Polygon,10072.5,2846.9,47.0,30.0958,0.6521,10.5943,7.5845,0.7347,0.7694,146.1809,0.1916,1.271,0.1978,1.0731,0.6053,115.0127,0.2057,1.0056,-0.1751,1.1807
18166,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,648c61ef-89b2-401e-8ce2-8b5c6348c196,Cell,,,Annotation,Polygon,10024.1,2870.8,54.75,30.6606,0.7319,11.9149,6.8638,0.8039,0.8314,185.393,0.1727,1.2368,0.3749,0.8619,0.4504,100.4496,0.2137,0.8013,-0.2585,1.0599
18610,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,b860c01f-420d-4a1b-9613-dd2f10d8cb92,Cell,,,Annotation,Polygon,10103.3,2913.7,51.0,33.2613,0.5793,12.5067,6.847,0.8726,0.9497,197.5428,0.2384,1.5301,0.4175,1.1126,0.657,136.6529,0.2737,1.1888,-0.0721,1.2608
18891,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,98e8b0e4-8fd1-4a94-82ef-0595e76a9f79,Cell,,,Annotation,Polygon,10324.4,2971.1,46.75,34.4765,0.4942,14.68,5.3758,0.9449,0.7688,144.5403,0.1904,1.4716,0.3618,1.1098,0.5572,104.7535,0.2228,0.9488,-0.2145,1.1633
18893,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,4559a914-111b-4bb9-902f-39b20c3ef711,Cell,,,Annotation,Polygon,10070.8,2970.6,45.0,34.6195,0.4718,14.3498,6.0291,0.9316,0.8041,147.1426,0.1745,1.3319,0.3756,0.9563,0.5386,98.5597,0.1757,0.9789,-0.0568,1.0357
19002,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,0500b306-0890-42bb-bf39-61f02f3667ae,Cell,,,Annotation,Polygon,10504.5,2536.5,58.25,35.0483,0.5959,11.5979,8.7152,0.5222,0.7608,178.7878,0.2631,1.3247,-0.0582,1.3829,0.4325,101.632,0.1848,0.8152,-0.2256,1.0409
19068,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,f3239dab-bd64-427c-a9d5-7e17ed75fd3a,Cell,,,Annotation,Polygon,10576.7,2584.0,46.25,26.3207,0.8389,9.1863,7.3009,0.3849,0.7621,145.5647,0.1715,1.2566,0.3269,0.9297,0.4456,85.1037,0.1952,0.7952,-0.2346,1.0298
19080,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,737aa65d-e33a-4a13-8d8b-19e5125ed6bb,Cell,,,Annotation,Polygon,10600.3,2588.0,43.75,26.1328,0.805,9.1224,6.0862,0.761,0.8061,141.8768,0.1816,1.3611,0.3707,0.9905,0.4269,75.1268,0.161,0.7708,-0.0618,0.8326
19143,TCGA-C8-A27A-01Z-00-DX1.0E26C46D-CD65-40F3-8976-EB4415582934.svs,d96d54ef-bd07-4e59-af9b-ae5be95af3e0,Cell,,,Annotation,Polygon,10567.0,2617.0,39.5,30.6839,0.5272,9.7854,7.5023,0.7492,0.7683,126.7741,0.1942,1.2402,0.266,0.9742,0.4356,71.8803,0.1531,0.6762,0.0452,0.631
